time,CuClamp1[C],Getter[C],CuClamp2[C],bot-tank-lks[C],top-tank-lks[C],Med-bench[C],Det-bench[C],bot-tank-pt100[C],top-tank-pt100[C],EMCCDBack[C],Reject[C],Coldhead[C],DOBC-PV[C],NUVU-in[C],NUVU-out[C],Dewar-water[C]
08/31/17 02:28:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.667211,14.556694,22.475339,21.559337,14.884649,022.7   ,-43.85  ,36.949722,15.940503,18.885126,11.694123
08/31/17 02:29:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.664630,14.629458,22.026885,21.723443,14.436711,022.7   ,-44.65  ,37.092411,16.023845,18.812105,11.273020
08/31/17 02:30:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.789001,14.523151,22.099649,21.646808,14.093791,022.7   ,-45.55  ,36.871540,16.163696,18.493438,11.374425
08/31/17 02:31:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.748233,14.609590,22.116420,21.619199,13.789575,022.6   ,-46.45  ,37.016036,16.132991,19.002788,11.371845
08/31/17 02:32:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.777389,14.529086,22.043140,21.694286,12.805711,022.5   ,-47.35  ,37.069705,16.109769,18.586328,12.352096
08/31/17 02:33:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.713140,14.300729,22.420637,21.700994,12.479562,022.7   ,-48.15  ,37.011131,15.951856,18.863193,13.096509
08/31/17 02:34:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.725784,14.500702,21.958250,21.423871,11.970988,023.0   ,-48.95  ,37.263744,16.121122,18.824489,13.253649
08/31/17 02:35:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.716238,14.647262,22.451601,21.537145,11.076918,023.3   ,-49.85  ,37.077186,16.099706,18.997884,13.282806
08/31/17 02:36:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.813255,14.916129,22.008823,21.641132,10.986092,023.4   ,-50.65  ,37.225036,16.026683,18.886932,13.035873
08/31/17 02:37:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.852735,14.919483,21.939929,21.673385,9.924819,023.6   ,-51.45  ,37.404624,16.193885,18.721794,12.889054
08/31/17 02:38:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.688112,14.921030,22.007791,21.554176,10.037578,023.5   ,-52.35  ,37.254711,16.225107,18.967954,12.458920
08/31/17 02:39:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.831317,15.138291,22.085456,21.501022,8.848323,023.4   ,-53.15  ,37.233295,16.026683,18.856227,12.380479
08/31/17 02:40:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,20.052190,14.939867,22.401542,21.654291,8.397289,023.4   ,-53.95  ,37.293933,16.089900,18.732114,12.375835
08/31/17 02:41:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.822803,15.072236,22.053977,21.474702,7.805887,023.4   ,-54.75  ,37.348892,16.089900,18.808750,12.053041
08/31/17 02:42:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.705142,15.049787,22.314329,21.501539,7.197197,023.4   ,-55.55  ,37.409271,16.290904,18.716892,11.961183
08/31/17 02:43:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.682435,14.887487,21.988180,21.681642,6.590571,023.3   ,-56.35  ,37.521514,16.169631,18.789913,11.796561
08/31/17 02:44:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.894535,14.790726,21.872583,21.645002,5.661667,023.2   ,-57.15  ,37.429138,16.289615,18.548141,11.783143
08/31/17 02:45:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.834156,14.853943,21.879034,21.818140,5.216568,023.2   ,-57.95  ,37.510932,16.245750,18.636644,11.394036
08/31/17 02:46:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.685789,14.815497,21.944057,21.670289,4.849909,023.0   ,-58.75  ,37.569507,16.214786,18.651094,11.353525
08/31/17 02:47:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.706689,14.616041,22.409025,21.674934,3.945260,023.0   ,-59.55  ,37.502418,16.198530,18.676382,11.435836
08/31/17 02:48:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.458724,14.554372,21.828203,21.735313,3.339667,023.1   ,-60.25  ,37.573894,16.148473,18.485698,11.860810
08/31/17 02:49:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.750040,14.648295,21.973989,21.684997,3.165755,023.2   ,-61.05  ,37.654140,16.291421,18.778560,12.850091
08/31/17 02:50:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.741523,14.472061,21.896839,21.621263,2.399410,023.3   ,-61.85  ,37.567443,16.309999,18.751983,12.856543
08/31/17 02:51:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.678565,14.782469,21.932962,21.518053,1.704796,023.5   ,-62.55  ,37.719680,16.167568,18.656770,13.383179
08/31/17 02:52:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.655084,14.785824,21.801626,21.643453,0.925549,023.7   ,-63.35  ,37.727420,16.242395,18.791978,12.981170
08/31/17 02:53:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.637796,14.845686,21.876195,21.594945,0.532055,023.8   ,-64.05  ,37.791412,16.317224,18.841260,13.011618
08/31/17 02:54:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.704368,14.908904,22.252660,21.557788,-0.435288,023.8   ,-64.75  ,37.659816,16.175050,18.732114,12.684953
08/31/17 02:55:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.726558,15.056496,21.855812,21.620748,-0.744446,023.9   ,-65.55  ,37.716068,16.307676,18.666576,12.378157
08/31/17 02:56:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.848089,15.179318,21.966506,21.558305,-2.047531,023.8   ,-66.25  ,37.730518,16.313611,18.436672,12.334809
08/31/17 02:57:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.831317,14.730606,22.008306,21.512374,-2.092468,023.8   ,-66.95  ,37.775413,16.324707,18.523628,12.132256
08/31/17 02:58:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.658180,15.035595,21.922899,21.591073,-2.268723,023.7   ,-67.75  ,37.795024,16.308967,18.461442,12.027496
08/31/17 02:59:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.732751,14.823238,22.119258,21.723443,-3.384262,023.6   ,-68.45  ,37.942359,16.376829,18.510984,11.651806
08/31/17 03:00:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.710302,14.743249,22.047784,21.641389,-4.065552,023.6   ,-69.15  ,37.918361,16.294260,18.400548,11.955506
08/31/17 03:01:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.737396,14.805176,22.361289,21.549274,-4.474564,023.5   ,-69.85  ,38.011253,16.289098,18.466861,11.686898
08/31/17 03:02:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.729396,14.658358,21.929607,21.733507,-5.172668,023.4   ,-70.65  ,37.879917,16.275423,18.453445,11.320755
08/31/17 03:03:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.634441,14.582240,21.934511,21.636745,-5.553970,023.4   ,-71.35  ,38.005317,16.296581,18.266374,11.493635
08/31/17 03:04:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.673921,14.652165,21.832590,21.763437,-6.163986,023.4   ,-72.05  ,38.015380,16.241363,18.363651,12.013820
08/31/17 03:05:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.726558,14.484446,21.836717,21.614555,-6.918335,023.6   ,-72.75  ,37.999382,16.212465,18.285209,13.008780
08/31/17 03:06:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.643215,14.688805,21.951799,21.497667,-7.801071,023.6   ,-73.45  ,38.143619,16.284454,18.375261,13.146825
08/31/17 03:07:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.672372,14.646230,21.718799,21.607330,-8.443512,023.8   ,-74.15  ,38.063114,16.308967,18.448284,13.293643
08/31/17 03:08:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.739717,14.645456,21.859167,21.611459,-8.984192,024.0   ,-74.85  ,38.098464,16.400568,18.448026,13.181143
08/31/17 03:09:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.539487,14.866329,21.765760,21.648614,-9.721924,024.2   ,-75.55  ,38.224384,16.393085,18.373971,13.022455
08/31/17 03:10:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.563741,15.000761,21.721378,21.502571,-10.456223,024.2   ,-76.25  ,38.158069,16.349735,18.180450,12.718239
08/31/17 03:11:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.771713,15.077654,21.855812,21.521923,-10.967835,024.2   ,-76.95  ,38.127880,16.288066,18.261213,12.327841
08/31/17 03:12:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.764747,14.888777,21.957990,21.541532,-11.260224,024.2   ,-77.65  ,38.135105,16.332706,18.345331,12.581742
08/31/17 03:13:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.602705,14.909420,22.128032,21.555982,-12.132874,024.2   ,-78.35  ,38.265411,16.289873,18.253213,12.232629
08/31/17 03:14:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.667469,14.946318,21.838008,21.665128,-13.015519,024.1   ,-79.05  ,38.223350,16.339157,18.130649,12.099486
08/31/17 03:15:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.847057,14.912000,21.900709,21.634681,-13.416535,024.0   ,-79.75  ,38.379199,16.421468,17.958803,11.937444
08/31/17 03:16:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.568902,14.776535,22.085199,21.613264,-14.681092,023.9   ,-80.45  ,38.345916,16.263553,18.142778,11.691543
08/31/17 03:17:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.593416,14.529602,21.862520,21.556240,-14.651474,023.8   ,-81.15  ,38.315208,16.243169,17.969640,11.546789
08/31/17 03:18:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.740234,14.629200,21.838008,21.603460,-15.120774,023.8   ,-81.85  ,38.374813,16.236976,18.030019,11.348106
08/31/17 03:19:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.446081,14.650617,22.041851,21.664096,-16.033386,023.7   ,-82.45  ,38.518280,16.254264,18.043695,11.520986
08/31/17 03:20:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.635475,14.350529,22.261692,21.607330,-16.799194,023.8   ,-83.15  ,38.400360,16.337865,18.068981,11.631422
08/31/17 03:21:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.656890,14.611655,21.965732,21.608104,-17.366760,023.8   ,-83.85  ,38.294311,16.448303,17.970415,12.567809
08/31/17 03:22:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.559614,14.554630,21.936832,21.671064,-17.727798,023.9   ,-84.55  ,38.470287,16.429983,17.679874,12.942725
08/31/17 03:23:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.665664,14.696546,21.874132,21.626424,-18.789413,024.0   ,-85.25  ,38.479831,16.251684,17.834692,13.186820
08/31/17 03:24:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.732234,14.701449,21.753116,21.555465,-18.909576,024.3   ,-85.85  ,38.493766,16.387924,17.966285,13.311189
08/31/17 03:25:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.790807,14.642102,22.016563,21.677515,-19.875167,024.5   ,-86.55  ,38.579689,16.424306,18.016859,13.061676
08/31/17 03:26:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.649665,15.066301,21.953863,21.643196,-20.307540,024.5   ,-87.15  ,38.551822,16.451656,17.948225,12.753848
08/31/17 03:27:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.770681,14.996117,22.117452,21.461801,-20.957534,024.6   ,-87.85  ,38.495056,16.384311,17.780763,12.702757
08/31/17 03:28:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.659729,14.993537,22.046495,21.450963,-21.626846,024.6   ,-88.45  ,38.535568,16.407793,17.658973,12.379447
08/31/17 03:29:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.774036,14.986828,21.767307,21.530179,-22.113555,024.5   ,-89.15  ,38.610137,16.403663,17.592403,12.151350
08/31/17 03:30:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.700496,15.038176,21.860973,21.573528,-23.006149,024.5   ,-89.85  ,38.581497,16.367540,17.725028,12.036786
08/31/17 03:31:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.738685,14.717963,21.781757,21.452512,-23.548889,024.4   ,-90.45  ,38.680835,16.406501,17.431650,12.043236
08/31/17 03:32:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.590578,14.882843,22.207506,21.483219,-24.205474,024.3   ,-91.05  ,38.548210,16.443658,17.772764,11.444093
08/31/17 03:33:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.704883,14.782985,21.883678,21.482702,-24.473754,024.2   ,-91.65  ,38.703025,16.446496,17.504673,11.787787
08/31/17 03:34:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.679080,14.669195,22.178089,21.577398,-25.490890,024.1   ,-92.25  ,38.690383,16.457592,17.607625,11.731279
08/31/17 03:35:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.695852,14.582756,22.021982,21.527599,-25.803115,024.0   ,-92.85  ,38.712574,16.452430,17.350112,11.176517
08/31/17 03:36:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.722429,14.592302,21.909740,21.650938,-26.191390,024.0   ,-93.45  ,38.752052,16.444690,17.306764,11.367459
08/31/17 03:37:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.631088,14.709706,21.957733,21.563465,-26.962280,024.0   ,-94.05  ,38.744312,16.441078,17.560407,11.898998
08/31/17 03:38:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.584127,14.439807,21.925479,21.570432,-27.790542,024.1   ,-94.55  ,38.877712,16.437723,17.390623,12.763136
08/31/17 03:39:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.583610,14.651649,22.099391,21.509279,-28.245529,024.1   ,-95.15  ,38.837974,16.389472,17.489707,13.151986
08/31/17 03:40:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.595737,14.738088,21.841104,21.227254,-29.104339,024.3   ,-95.65  ,38.914611,16.405212,17.442745,13.116636
08/31/17 03:41:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.578191,14.903485,22.087522,21.438062,-29.592483,024.5   ,-96.15  ,38.942993,16.461204,17.436294,13.074577
08/31/17 03:42:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.460014,14.955091,21.689899,21.630037,-30.138015,024.6   ,-96.65  ,39.015243,16.509714,17.563245,12.809840
08/31/17 03:43:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.738170,15.120745,21.863811,21.485540,-30.406356,024.6   ,-97.15  ,39.026851,16.373731,17.237871,12.586386
08/31/17 03:44:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.612510,14.992763,21.754665,21.402971,-31.248489,024.6   ,-97.75  ,38.892162,16.447786,17.237871,12.334809
08/31/17 03:45:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.800096,15.088233,21.744342,21.412260,-31.910461,024.6   ,-98.25  ,38.882099,16.455268,17.235548,12.303329
08/31/17 03:46:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.767585,14.964638,22.128547,21.356525,-32.462707,024.4   ,-98.75  ,38.932929,16.415275,17.164848,12.083230
08/31/17 03:47:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.630313,15.100103,21.883678,21.473670,-33.089096,024.3   ,-99.25  ,39.105293,16.429466,17.076345,11.794239
08/31/17 03:48:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.688112,15.025791,21.840330,21.423097,-33.416244,024.2   ,-99.75  ,39.028144,16.382762,17.221099,11.721216
08/31/17 03:49:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.614574,14.971605,21.874906,21.438837,-34.241577,024.1   ,-100.25 ,39.033306,16.424564,17.149883,11.510149
08/31/17 03:50:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.744104,14.883101,21.811946,21.748987,-34.693359,024.0   ,-100.75 ,39.107101,16.458106,16.987583,11.578526
08/31/17 03:51:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.703851,14.634361,21.874389,21.547983,-35.455841,023.9   ,-101.35 ,39.060913,16.375797,17.041769,11.198192
08/31/17 03:52:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.699464,14.731896,21.902772,21.469543,-36.044891,023.9   ,-101.85 ,39.126194,16.548160,16.868631,11.393261
08/31/17 03:53:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.510330,14.615783,22.144029,21.450448,-36.563018,023.7   ,-102.35 ,39.092910,16.542999,16.828638,12.133029
08/31/17 03:54:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.556516,14.643908,21.819946,21.565788,-37.341796,023.7   ,-102.75 ,39.176769,16.508682,16.938299,12.345129
08/31/17 03:55:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.564258,14.524440,21.695575,21.496635,-38.161376,023.9   ,-103.25 ,39.246692,16.307161,16.783998,13.229910
08/31/17 03:56:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.697658,14.610364,21.762147,21.453029,-38.419769,024.2   ,-103.75 ,39.238437,16.483137,16.805156,13.171080
08/31/17 03:57:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.725526,14.671001,21.657388,21.596750,-38.960144,024.4   ,-104.25 ,39.204895,16.595378,16.896240,13.217525
08/31/17 03:58:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.684757,15.028887,21.857875,21.452512,-39.228683,024.5   ,-104.75 ,39.241790,16.428691,16.899595,12.923372
08/31/17 03:59:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.568128,15.066559,21.791046,21.356267,-39.913345,024.5   ,-105.15 ,39.284626,16.460687,16.794319,12.756686
08/31/17 04:00:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.668760,15.158676,21.694543,21.160940,-40.876602,024.4   ,-105.65 ,39.123615,16.508165,16.817541,12.486271
08/31/17 04:01:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.461563,15.149903,21.816076,21.373298,-41.069625,024.4   ,-106.15 ,39.297008,16.329868,16.538871,12.129675
08/31/17 04:02:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.672115,15.063463,21.609910,21.563207,-41.854858,024.3   ,-106.55 ,39.416217,16.498876,16.534742,12.058201
08/31/17 04:03:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.627475,15.224472,21.795175,21.555725,-42.098434,024.3   ,-107.05 ,39.190444,16.507133,16.570865,11.803011
08/31/17 04:04:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.539230,14.942447,21.875938,21.329690,-42.816665,024.2   ,-107.55 ,39.366161,16.447011,16.555900,11.991373
08/31/17 04:05:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.616121,14.938061,22.036174,21.143394,-43.587905,024.0   ,-108.05 ,39.380870,16.526742,16.403148,11.793206
08/31/17 04:06:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.580255,14.778341,21.752599,21.279891,-43.963226,023.9   ,-108.45 ,39.272495,16.470750,16.457849,11.642518
08/31/17 04:07:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.719850,14.688031,21.881099,21.390327,-44.410430,023.8   ,-108.95 ,39.379322,16.450366,16.431531,11.452866
08/31/17 04:08:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.688886,14.752538,21.708736,21.393682,-44.960464,023.7   ,-109.35 ,39.346035,16.532161,16.404695,11.151230
08/31/17 04:09:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.553937,14.523408,21.809366,21.256669,-45.776412,023.6   ,-109.85 ,39.319198,16.561576,16.123186,11.985438
08/31/17 04:10:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.600898,14.460707,21.851167,21.582817,-46.114334,023.6   ,-110.35 ,39.404605,16.425079,16.340446,12.596708
08/31/17 04:11:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.523488,14.630232,21.680353,21.386714,-46.518981,023.8   ,-110.75 ,39.401512,16.446754,16.273101,13.408724
08/31/17 04:12:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.418214,14.757699,22.081586,21.191129,-46.854736,024.1   ,-111.25 ,39.409511,16.529066,16.369346,13.305770
08/31/17 04:13:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.487623,14.916645,21.555725,21.424646,-47.529800,024.2   ,-111.65 ,39.449764,16.629438,16.334512,13.323833
08/31/17 04:14:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.606060,14.928256,21.583333,21.517793,-48.464706,024.4   ,-112.05 ,39.440731,16.525453,16.013265,12.944272
08/31/17 04:15:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.497428,15.108618,21.665128,21.262861,-48.662704,024.3   ,-112.55 ,39.342681,16.552545,16.214271,12.604706
08/31/17 04:16:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.622573,15.060109,21.582302,21.384651,-49.338607,024.3   ,-112.95 ,39.413639,16.556932,16.025135,12.448341
08/31/17 04:17:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.571741,15.114553,21.988954,21.285568,-49.515655,024.2   ,-113.35 ,39.450279,16.457075,15.990044,12.234177
08/31/17 04:18:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.621282,15.023984,21.735054,21.417421,-50.145935,024.1   ,-113.85 ,39.392478,16.471782,15.873157,12.196247
08/31/17 04:19:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.540777,14.892131,22.027143,21.122753,-50.706481,024.0   ,-114.25 ,39.520462,16.525968,15.871867,12.006080
08/31/17 04:20:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.646053,14.853943,21.561916,21.311630,-51.040313,023.9   ,-114.65 ,39.491561,16.334512,15.841161,11.555562
08/31/17 04:21:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.632377,14.819625,21.638551,21.127138,-51.454223,023.8   ,-115.05 ,39.521751,16.519777,15.458763,11.683544
08/31/17 04:22:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.546970,14.814981,21.661258,21.337690,-51.756027,023.7   ,-115.55 ,39.510913,16.509197,15.787750,11.526921
08/31/17 04:23:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.559871,14.590238,21.740472,21.397294,-52.369445,023.5   ,-115.95 ,39.467308,16.495780,15.766849,11.484346
08/31/17 04:24:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.580772,14.636167,21.983020,21.279891,-52.786346,023.5   ,-116.35 ,39.509109,16.561836,15.518110,11.312756
08/31/17 04:25:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.408666,14.347949,21.676998,21.279891,-53.348678,023.4   ,-116.85 ,39.530784,16.474363,15.650736,12.224114
08/31/17 04:26:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.469303,14.508701,22.047269,21.368137,-54.042861,023.4   ,-117.25 ,39.612064,16.498619,15.603517,12.730625
08/31/17 04:27:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.492527,14.615267,21.494571,21.077596,-54.927764,023.6   ,-117.65 ,39.630123,16.411146,15.625450,12.966463
08/31/17 04:28:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.404022,14.691643,21.473930,21.166358,-55.121292,023.9   ,-118.05 ,39.630897,16.605699,15.473213,13.440462
08/31/17 04:29:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.523231,14.858588,21.837234,21.265184,-55.787002,024.1   ,-118.45 ,39.587032,16.439271,15.534881,13.144761
08/31/17 04:30:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.546970,14.938061,21.523729,21.168682,-56.447967,024.2   ,-118.85 ,39.693084,16.677173,15.626224,13.035357
08/31/17 04:31:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.439373,15.082815,21.912321,21.099788,-56.769454,024.2   ,-119.25 ,39.652317,16.447271,15.443798,12.606771
08/31/17 04:32:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.558582,14.913290,21.527599,21.309307,-57.432373,024.1   ,-119.65 ,39.595550,16.552804,15.402770,12.224888
08/31/17 04:33:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.553937,15.033789,21.522954,21.116817,-57.099700,024.1   ,-120.05 ,39.608192,16.600023,15.381096,12.160123
08/31/17 04:34:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.592641,15.067334,21.666934,21.357559,-58.116653,024.0   ,-120.45 ,39.620834,16.461204,15.295947,12.007369
08/31/17 04:35:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.564516,15.033273,21.519342,21.160425,-58.480377,024.0   ,-120.85 ,39.676570,16.559770,15.264984,11.880678
08/31/17 04:36:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.532520,15.039982,21.785627,21.269311,-59.196029,023.8   ,-121.25 ,39.723529,16.508682,15.199960,11.774886
08/31/17 04:37:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.362480,14.796661,21.539211,21.137201,-59.982040,023.6   ,-121.65 ,39.598129,16.461462,15.067850,11.734117
08/31/17 04:38:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.585159,14.790469,21.910772,21.159133,-60.271896,023.5   ,-122.05 ,39.621353,16.509454,15.065269,11.576978
08/31/17 04:39:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.469303,14.652939,21.626167,21.082757,-60.523956,023.4   ,-122.45 ,39.705211,16.556417,14.818852,11.061436
08/31/17 04:40:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.512910,14.727767,21.545661,21.166875,-61.577835,023.4   ,-122.85 ,39.657474,16.458881,14.812659,11.914480
08/31/17 04:41:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.512136,14.724155,21.382070,21.245058,-61.842193,023.4   ,-123.25 ,39.720176,16.442626,14.983732,12.323455
08/31/17 04:42:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.368156,14.492187,21.605266,21.236543,-62.384048,023.4   ,-123.65 ,39.708309,16.672014,14.848009,13.082576
08/31/17 04:43:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.506975,14.741701,21.857360,21.108560,-63.599807,023.6   ,-123.95 ,39.692565,16.523130,14.986570,13.194818
08/31/17 04:44:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.415634,14.837172,21.415615,21.292535,-63.680419,023.8   ,-124.35 ,39.793716,16.650339,14.952253,13.337509
