time,CuClamp1[C],Getter[C],CuClamp2[C],bot-tank-lks[C],top-tank-lks[C],Med-bench[C],Det-bench[C],bot-tank-pt100[C],top-tank-pt100[C],EMCCDBack[C],Reject[C],Coldhead[C],DOBC-PV[C],NUVU-in[C],NUVU-out[C],Dewar-water[C]
08/31/17 04:45:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.455112,14.906323,21.421291,21.311630,-65.704635,024.0   ,-124.75 ,39.651542,16.506875,14.838720,12.965431
08/31/17 04:46:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.343128,15.003858,21.439353,20.984189,-66.372268,024.0   ,-125.05 ,39.616447,16.610345,15.009534,12.741204
08/31/17 04:47:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.514717,15.047465,21.471607,21.049472,-66.444503,024.0   ,-125.45 ,39.814357,16.531904,14.601849,12.416088
08/31/17 04:48:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.477045,15.012631,21.380523,21.199129,-67.156555,024.0   ,-125.85 ,39.774620,16.531387,14.707900,12.297136
08/31/17 04:49:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.573030,14.991731,21.613780,21.081209,-67.575225,023.8   ,-126.15 ,39.656444,16.547643,14.605978,12.263335
08/31/17 04:50:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.551099,15.056754,21.837749,20.972837,-67.729248,023.7   ,-126.55 ,39.735656,16.598991,14.520054,11.995759
08/31/17 04:51:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.585933,14.827882,21.609910,21.215385,-67.434234,023.6   ,-126.95 ,39.809711,16.497587,14.628169,11.928155
08/31/17 04:52:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.503622,14.743249,21.570173,20.977481,-67.715789,023.5   ,-127.35 ,39.760429,16.404180,14.387944,11.881968
08/31/17 04:53:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.456144,14.818078,21.561143,21.181066,-68.059432,023.4   ,-127.65 ,39.722499,16.530355,14.518248,11.362298
08/31/17 04:54:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.509040,14.708415,21.532760,21.213836,-66.875640,023.3   ,-128.05 ,39.857963,16.461204,14.232610,11.348106
08/31/17 04:55:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.372800,14.678226,21.539985,21.222867,-66.750885,023.2   ,-128.45 ,39.785457,16.461978,14.248092,11.233283
08/31/17 04:56:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.414859,14.574499,21.548500,21.104173,-66.482772,023.2   ,-128.75 ,39.871639,16.486490,14.243705,12.203214
08/31/17 04:57:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.380283,14.540181,21.394714,20.970256,-66.054885,023.3   ,-129.15 ,39.717597,16.450109,14.177392,12.513106
08/31/17 04:58:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.485301,14.429744,21.626939,20.910652,-67.788162,023.4   ,-129.45 ,39.783134,16.425596,14.387944,13.267066
08/31/17 04:59:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.315002,14.631781,21.341045,20.875818,-66.736541,023.5   ,-129.85 ,39.762233,16.547128,14.301762,13.279968
08/31/17 05:00:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.384412,14.830979,21.366588,20.992189,-66.495117,023.8   ,-130.15 ,39.754238,16.576801,14.346917,12.891893
08/31/17 05:01:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.399120,15.001794,21.506958,21.047924,-68.488357,023.8   ,-130.55 ,39.903377,16.527002,14.281893,12.915889
08/31/17 05:02:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.391378,14.981925,21.585140,21.117849,-67.531600,023.9   ,-130.85 ,39.943115,16.539644,14.249382,12.707660
08/31/17 05:03:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.307262,14.816787,21.399616,20.994770,-66.305389,023.8   ,-131.15 ,39.769458,16.645952,14.134043,12.636445
08/31/17 05:04:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.406860,15.101651,21.549789,20.989093,-65.387237,023.8   ,-131.55 ,39.829837,16.556674,14.050184,12.249659
08/31/17 05:05:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.447113,14.901679,21.294342,21.158359,-66.870513,023.6   ,-131.85 ,39.744430,16.589185,14.065407,11.934864
08/31/17 05:06:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.412796,15.018050,21.460769,21.026508,-66.246215,023.6   ,-132.25 ,39.868286,16.364702,13.791381,11.974600
08/31/17 05:07:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.303907,14.888777,21.551338,21.028572,-66.906280,023.4   ,-132.55 ,39.815387,16.405986,13.873176,11.553239
08/31/17 05:08:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.522974,14.817819,21.454835,21.208160,-65.721557,023.3   ,-132.95 ,39.887638,16.493457,13.841696,11.660579
08/31/17 05:09:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.497686,14.886455,21.841878,21.015153,-67.081848,023.2   ,-133.25 ,39.929954,16.403921,13.810217,11.486410
08/31/17 05:10:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.489171,14.656809,21.445547,20.955034,-66.101150,023.2   ,-133.55 ,39.853576,16.578350,13.713714,11.229155
08/31/17 05:11:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.409183,14.572950,21.757244,21.068307,-65.851547,023.2   ,-133.95 ,39.812294,16.533710,13.708295,12.284235
08/31/17 05:12:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.426729,14.512055,21.343366,21.038377,-65.724349,023.2   ,-134.25 ,39.939243,16.417081,13.696426,12.741720
08/31/17 05:13:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.309583,14.571660,21.385683,20.914007,-66.067550,023.4   ,-134.55 ,39.787780,16.386892,13.496196,13.284355
08/31/17 05:14:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.273202,14.592819,21.601654,21.035022,-66.549163,023.7   ,-134.85 ,39.944919,16.602861,13.642498,13.337509
08/31/17 05:15:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.295133,14.730606,21.378974,20.976449,-66.427673,023.7   ,-135.15 ,39.898475,16.493457,13.582378,13.209268
08/31/17 05:16:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.489171,15.087718,21.654550,21.065986,-67.309249,023.8   ,-135.45 ,39.956016,16.466106,13.565606,13.036130
08/31/17 05:17:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.461820,14.901679,21.233188,21.078887,-67.307266,023.8   ,-135.75 ,39.909568,16.484426,13.608180,12.548714
08/31/17 05:18:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.380283,15.023984,21.260023,21.035280,-67.906768,023.8   ,-136.15 ,39.944145,16.544548,13.390146,12.424345
08/31/17 05:19:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.332807,14.917676,21.268280,20.831695,-70.229293,023.7   ,-136.45 ,39.929954,16.573188,13.491809,12.119096
08/31/17 05:20:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.404279,14.967218,21.332014,20.932069,-69.053955,023.6   ,-136.75 ,39.901828,16.527002,13.261390,12.214309
08/31/17 05:21:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.387508,15.036111,21.774532,20.958904,-69.986038,023.5   ,-137.05 ,40.008396,16.539903,13.345249,12.145673
08/31/17 05:22:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.360931,14.809305,21.421291,20.967161,-69.859100,023.4   ,-137.35 ,39.990589,16.380441,13.244876,11.959893
08/31/17 05:23:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.431890,14.944512,21.749504,20.870658,-69.166030,023.2   ,-137.65 ,39.944660,16.513326,13.245908,11.726377
08/31/17 05:24:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.291780,14.663002,21.502054,20.933616,-70.292999,023.1   ,-137.95 ,39.922470,16.429983,13.147341,11.399712
08/31/17 05:25:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.368673,14.603139,21.320919,20.874011,-71.553405,023.0   ,-138.25 ,40.023876,16.471782,12.985299,11.424483
08/31/17 05:26:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.378736,14.445742,21.407100,20.799184,-72.193023,023.0   ,-138.55 ,39.939243,16.510488,13.188883,11.508858
08/31/17 05:27:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.336160,14.361624,21.326595,21.009994,-72.641799,023.0   ,-138.85 ,39.938728,16.492940,13.072513,12.617866
08/31/17 05:28:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.314487,14.583529,21.739183,20.796604,-73.098022,023.1   ,-139.15 ,39.995750,16.475137,13.114314,13.028906
08/31/17 05:29:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.261074,14.491930,21.239639,20.963291,-73.429244,023.2   ,-139.45 ,39.954982,16.439529,13.140891,13.427044
08/31/17 05:30:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.352159,14.652165,21.239381,21.031667,-73.623703,023.4   ,-139.75 ,39.996524,16.563125,12.988138,13.324865
08/31/17 05:31:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.340290,14.764924,21.322208,20.810279,-74.024749,023.5   ,-140.05 ,39.994720,16.467655,12.852931,12.972397
08/31/17 05:32:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.336677,14.926708,21.357816,20.787315,-74.349365,023.6   ,-140.35 ,40.052261,16.507650,13.037679,12.976010
08/31/17 05:33:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.267784,14.798726,21.239896,20.976966,-75.207397,023.6   ,-140.65 ,40.053035,16.369861,12.798486,12.525750
08/31/17 05:34:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.491495,14.999730,21.357816,20.774154,-75.700119,023.6   ,-140.85 ,40.099994,16.558998,12.898344,12.441116
08/31/17 05:35:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.275007,14.907097,21.720088,20.588632,-75.678482,023.5   ,-141.15 ,39.953433,16.448303,12.602900,12.255078
08/31/17 05:36:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.293327,14.950963,21.300792,20.739580,-76.738952,023.4   ,-141.45 ,40.074707,16.465074,12.694759,12.191086
08/31/17 05:37:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.292295,14.864006,21.163778,20.590181,-76.473907,023.3   ,-141.75 ,40.088642,16.372699,12.430021,11.766113
08/31/17 05:38:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.135931,14.755119,21.329433,20.833244,-76.703506,023.2   ,-142.05 ,39.966335,16.403663,12.677987,11.756824
08/31/17 05:39:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.284555,14.643134,21.423614,20.779058,-77.446365,023.0   ,-142.35 ,39.961692,16.372959,12.315198,11.554530
08/31/17 05:40:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.258493,14.478770,21.414066,20.891817,-77.912628,023.0   ,-142.65 ,39.995750,16.513326,12.674633,11.330560
08/31/17 05:41:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.317325,14.584562,21.258991,20.846403,-78.134414,022.9   ,-142.85 ,40.057418,16.479524,12.329132,12.434665
08/31/17 05:42:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.196825,14.490123,21.261314,20.714292,-78.775054,023.0   ,-143.15 ,40.097671,16.402374,12.344872,12.920792
08/31/17 05:43:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.223402,14.516442,21.262603,20.783185,-78.572158,023.1   ,-143.45 ,40.015102,16.501197,12.405250,13.101412
08/31/17 05:44:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.212823,14.578627,21.218481,20.803054,-79.071929,023.3   ,-143.75 ,40.138183,16.302000,12.347710,13.475811
08/31/17 05:45:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.130512,14.812659,21.174873,20.690038,-79.904769,023.5   ,-143.95 ,40.098445,16.477460,12.466145,13.153533
08/31/17 05:46:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.254108,14.905550,21.259765,20.615467,-80.050048,023.6   ,-144.25 ,40.066707,16.397212,12.557229,13.261132
08/31/17 05:47:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.388799,14.997407,21.391618,20.882268,-80.143280,023.6   ,-144.55 ,40.105930,16.453205,12.441633,12.665085
08/31/17 05:48:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.146768,15.120229,21.120687,20.746288,-80.688018,023.6   ,-144.75 ,39.997299,16.443658,12.275462,12.581742
08/31/17 05:49:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.246109,15.133131,21.120946,20.729000,-80.790145,023.5   ,-145.05 ,40.157794,16.506875,12.157284,12.430279
08/31/17 05:50:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.511104,14.989409,21.199386,20.760221,-81.373718,023.4   ,-145.35 ,40.044261,16.448303,12.167090,12.275978
08/31/17 05:51:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.313713,14.892648,21.247379,20.733386,-81.703247,023.3   ,-145.55 ,40.083740,16.449592,11.929703,12.108517
08/31/17 05:52:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.337451,14.822206,21.234737,20.902912,-81.943649,023.2   ,-145.85 ,40.088901,16.464817,12.107227,11.657741
08/31/17 05:53:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.117353,14.709447,21.204805,20.887945,-82.338226,023.1   ,-146.05 ,40.189788,16.412952,11.965053,11.732828
08/31/17 05:54:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.426471,14.798210,21.556499,20.792734,-82.402267,022.9   ,-146.35 ,40.035228,16.407018,11.846876,11.616972
08/31/17 05:55:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.346223,14.598753,21.323240,20.775960,-82.705612,022.8   ,-146.65 ,39.961948,16.351284,11.896417,11.261925
08/31/17 05:56:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.262105,14.616557,21.208160,20.686683,-83.308715,022.8   ,-146.85 ,40.108509,16.402631,11.665224,11.903126
08/31/17 05:57:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.184440,14.498896,21.225448,20.446716,-83.803756,022.8   ,-147.15 ,40.075481,16.354639,11.761468,12.467177
08/31/17 05:58:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.256172,14.577337,21.141330,20.948583,-83.589416,023.0   ,-147.45 ,40.086578,16.484169,11.748309,12.986847
08/31/17 05:59:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.139543,14.485220,21.269311,20.815181,-84.106536,023.1   ,-147.65 ,40.096126,16.487781,11.821847,13.231717
08/31/17 06:00:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.163022,14.720026,21.171003,20.774671,-84.345031,023.4   ,-147.95 ,40.191852,16.487781,11.880162,13.294934
08/31/17 06:01:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.200437,14.768278,21.445030,20.773639,-84.469436,023.5   ,-148.15 ,40.095092,16.479524,11.828556,13.062191
08/31/17 06:02:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.335645,14.818852,21.081983,20.902654,-84.997909,023.5   ,-148.35 ,40.143085,16.502746,11.975632,12.526782
08/31/17 06:03:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.228820,14.975475,21.093336,20.986770,-84.754852,023.5   ,-148.65 ,40.145668,16.378635,11.660579,12.467693
08/31/17 06:04:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.168184,14.913548,21.226737,20.746805,-85.510009,023.4   ,-148.85 ,40.166309,16.462493,11.728957,12.223082
08/31/17 06:05:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.205341,14.864781,21.193710,20.929489,-85.838088,023.3   ,-149.15 ,40.085289,16.383279,11.580591,12.130450
08/31/17 06:06:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.272686,14.807498,21.419227,20.826276,-86.005828,023.2   ,-149.35 ,40.021812,16.349994,11.441255,12.116516
08/31/17 06:07:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.313453,14.768536,21.164037,21.027797,-86.187118,023.1   ,-149.65 ,40.117797,16.458881,11.450028,11.753727
08/31/17 06:08:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.181343,14.811368,21.609653,20.650560,-86.562179,023.0   ,-149.85 ,40.085029,16.452430,11.362556,11.803269
08/31/17 06:09:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.181343,14.553339,21.082241,20.694940,-86.607666,022.9   ,-150.05 ,40.180500,16.412178,11.274311,11.377006
08/31/17 06:10:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.327646,14.656293,21.215642,20.892591,-87.152343,022.8   ,-150.35 ,40.085289,16.456043,11.068661,11.276633
08/31/17 06:11:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.274749,14.539149,21.144168,20.687973,-87.156219,022.8   ,-150.55 ,40.119091,16.360572,11.207738,11.944411
08/31/17 06:12:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.293586,14.422778,21.179517,20.863948,-87.580841,022.8   ,-150.85 ,40.068256,16.358251,11.282567,12.861187
08/31/17 06:13:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.404279,14.414778,21.376394,20.814924,-88.246688,023.0   ,-151.05 ,40.097415,16.505327,11.257797,13.256229
08/31/17 06:14:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.219274,14.749700,21.044054,20.946517,-87.878097,023.2   ,-151.25 ,40.195465,16.600023,11.300371,13.143729
08/31/17 06:15:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.180828,14.792275,21.135395,20.844081,-88.266616,023.4   ,-151.55 ,40.090446,16.476686,11.214706,13.283580
08/31/17 06:16:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.148057,14.689837,20.980062,20.820600,-88.563796,023.5   ,-151.75 ,40.179466,16.487007,11.294436,12.821967
08/31/17 06:17:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.211275,15.037918,21.133588,20.883560,-88.817550,023.5   ,-151.95 ,40.094058,16.418628,11.217802,12.735011
08/31/17 06:18:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.107547,15.048755,21.108303,20.914522,-88.934188,023.5   ,-152.15 ,40.284229,16.492168,11.147360,12.394929
08/31/17 06:19:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.151927,14.918967,21.182098,20.819826,-89.151306,023.5   ,-152.45 ,40.072643,16.428691,11.080788,12.587677
08/31/17 06:20:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.133092,15.010567,21.184421,20.572376,-89.527618,023.3   ,-152.65 ,40.208885,16.385601,10.934744,12.137416
08/31/17 06:21:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.255397,14.983990,21.178485,20.657783,-89.855606,023.2   ,-152.85 ,40.202690,16.356445,10.913844,11.838103
08/31/17 06:22:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.191923,14.817303,21.118881,20.888719,-90.277633,023.1   ,-153.05 ,40.272357,16.424306,10.695294,11.823395
08/31/17 06:23:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.302101,14.779631,21.074243,20.792474,-90.434112,023.0   ,-153.35 ,40.220237,16.296840,10.780443,11.479185
08/31/17 06:24:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.280685,14.756667,21.156038,20.735193,-90.818557,022.9   ,-153.55 ,40.198822,16.317998,10.762381,11.598652
08/31/17 06:25:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.349061,14.531924,21.187002,20.650300,-90.813293,022.8   ,-153.75 ,40.136634,16.429725,10.896814,11.282825
08/31/17 06:26:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.116062,14.522118,21.140556,20.946260,-91.345291,022.8   ,-153.95 ,40.175598,16.325481,10.706646,11.853069
08/31/17 06:27:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.088710,14.574499,20.999414,20.743450,-91.191421,022.7   ,-154.25 ,40.200366,16.455785,10.713871,12.346936
08/31/17 06:28:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.142639,14.237255,21.101593,20.804861,-91.232849,022.7   ,-154.45 ,40.161663,16.247814,10.700712,12.819644
08/31/17 06:29:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.197341,14.486252,21.051019,20.834533,-91.686035,023.0   ,-154.65 ,40.203205,16.449850,10.558022,13.224234
08/31/17 06:30:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.143930,14.748410,21.019798,20.894138,-92.096740,023.3   ,-154.85 ,40.151344,16.392051,10.548475,13.102960
08/31/17 06:31:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.133092,14.800273,21.093336,20.858789,-92.460144,023.4   ,-155.05 ,40.210689,16.519260,10.649622,13.043355
08/31/17 06:32:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.156057,14.908388,21.328144,20.902654,-92.813293,023.5   ,-155.25 ,40.098190,16.401857,10.644978,12.793326
08/31/17 06:33:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.306745,14.937028,21.066759,20.826276,-92.750488,023.6   ,-155.45 ,40.241912,16.477460,10.641107,12.553874
08/31/17 06:34:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.160959,15.135195,20.997865,20.876335,-93.068161,023.5   ,-155.65 ,40.127861,16.586347,10.469777,12.371706
08/31/17 06:35:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.093097,15.086686,20.912200,20.888462,-93.054840,023.5   ,-155.85 ,40.192626,16.342510,10.480872,11.989824
08/31/17 06:36:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.168184,14.899872,20.958387,20.867303,-93.800888,023.3   ,-156.05 ,40.122959,16.355670,10.222843,12.146189
08/31/17 06:37:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.259267,14.910710,21.273956,20.785766,-93.592025,023.2   ,-156.35 ,40.129669,16.413469,10.305412,11.791915
08/31/17 06:38:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.272943,14.998182,21.185195,20.926134,-94.137985,023.1   ,-156.55 ,40.143600,16.322383,10.274449,11.826749
08/31/17 06:39:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.012077,14.914322,21.491733,20.860595,-93.755691,023.0   ,-156.75 ,40.287582,16.373216,10.231616,11.584461
08/31/17 06:40:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.443500,14.800015,21.035280,20.896718,-94.189102,022.9   ,-156.95 ,40.168113,16.252975,10.337666,11.241024
08/31/17 06:41:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.226240,14.665325,21.120429,20.831953,-94.352996,022.8   ,-157.15 ,40.309257,16.309482,10.090216,11.299855
08/31/17 06:42:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.215145,14.668163,21.023153,21.045600,-94.544219,022.7   ,-157.35 ,40.174564,16.294517,10.145176,11.740310
08/31/17 06:43:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.219015,14.617847,20.940067,20.739837,-94.969787,022.7   ,-157.55 ,40.219203,16.307935,10.030869,12.809840
08/31/17 06:44:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.123287,14.471545,21.360912,20.910137,-95.346878,022.9   ,-157.75 ,40.227203,16.481073,10.240131,13.149921
08/31/17 06:45:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.046136,14.651649,20.980836,20.890525,-95.392501,023.2   ,-157.95 ,40.282421,16.331932,10.186203,13.304481
08/31/17 06:46:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.192697,14.837172,21.236543,20.885366,-95.640411,023.3   ,-158.15 ,40.283195,16.538354,10.148273,13.062966
08/31/17 06:47:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.142896,14.966186,20.884592,21.073469,-95.731246,023.5   ,-158.35 ,40.214302,16.439529,10.200394,12.790487
08/31/17 06:48:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.297456,14.967218,20.858789,21.064180,-96.044860,023.5   ,-158.45 ,40.330932,16.412437,9.960685,12.669730
08/31/17 06:49:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.333580,14.968508,21.257959,20.992189,-96.190002,023.5   ,-158.65 ,40.239845,16.441335,10.056157,12.318811
08/31/17 06:50:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.195018,15.151192,20.984964,21.070371,-96.557449,023.4   ,-158.85 ,40.189014,16.380441,9.977716,12.204504
08/31/17 06:51:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.165861,15.063979,21.312145,20.987545,-96.705245,023.4   ,-159.05 ,40.175083,16.250137,9.889728,12.008402
08/31/17 06:52:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.264429,15.056238,21.031667,20.927425,-96.889389,023.2   ,-159.25 ,40.201660,16.382505,9.753488,11.712701
08/31/17 06:53:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.105741,14.970572,21.005350,21.072952,-97.004638,023.1   ,-159.45 ,40.186950,16.461462,9.764584,11.667030
08/31/17 06:54:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.211532,14.986828,20.895687,20.891557,-97.253540,023.1   ,-159.65 ,40.017425,16.325738,9.773873,11.483313
08/31/17 06:55:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.173086,14.876650,20.968193,21.051279,-97.341857,022.9   ,-159.85 ,40.041679,16.339157,9.673758,11.583429
08/31/17 06:56:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.255655,14.639780,21.286600,20.959161,-97.371704,022.8   ,-160.05 ,40.195980,16.432304,9.527455,11.463187
08/31/17 06:57:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.263139,14.675904,20.906007,20.975418,-97.814605,022.7   ,-160.25 ,40.257392,16.497587,9.592994,12.023883
08/31/17 06:58:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.149347,14.623524,21.465930,21.003026,-98.496124,022.7   ,-160.35 ,40.143859,16.294260,9.630667,12.865316
08/31/17 06:59:14,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.260816,14.737056,20.986770,21.029087,-98.295532,022.9   ,-160.55 ,40.109542,16.345350,9.766648,13.145019
08/31/17 07:00:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.103418,14.567790,20.807956,21.005350,-98.483795,023.2   ,-160.75 ,40.203979,16.502746,9.537776,13.252100
08/31/17 07:01:15,NAN     ,NAN     ,NAN     ,NAN     ,NAN     ,19.147026,14.823496,20.931295,20.952711,-98.766464,023.3   ,-160.95 ,40.239070,16.466106,9.619830,13.015747
